user_id,selected_test_positive_item,test_positive_count,train_degree,listwise_jsd_mean,listwise_jsd_std_across_permutations,original_positive_probability,permuted_positive_probability_mean,positive_probability_change
52,619,1,1,0.130717873573,0.0375820733607,0.733740448952,0.311131715775,-0.422608733177
53,698,1,4,0.101893953979,0.0596483871341,0.817960739136,0.421072810888,-0.396887928247
56,734,4,8,0.016946490854,0.0104043791071,0.906788229942,0.844725847244,-0.0620623826981
57,688,2,1,0.0320081822574,0.00902368687093,0.0416754409671,0.0408549159765,-0.000820524990559
59,5065,1,2,0.0425223447382,0.0143595375121,0.0589669942856,0.0505330003798,-0.00843399390578
60,912,17,37,0.0432605631649,0.011180460453,0.0487733930349,0.0352733358741,-0.0135000571609
61,883,16,70,0.0925914123654,0.0231622997671,0.186657384038,0.0507542006671,-0.135903179646
62,4128,21,62,0.0526300035417,0.0152968578041,0.127710863948,0.0739136040211,-0.0537972599268
63,316,3,9,0.0748954936862,0.0369148291647,0.860874295235,0.554517269135,-0.3063570261
64,7492,12,39,0.060307700187,0.0145534379408,0.0523582957685,0.0185724049807,-0.0337858907878
65,490,7,13,0.0336526148021,0.0160269327462,0.476665169001,0.393123775721,-0.08354139328
66,766,16,43,0.0805777907372,0.0141286989674,0.487420588732,0.180546358228,-0.306874215603
67,162,1,7,0.0889750644565,0.0133064687252,0.0146080730483,0.0379461459816,0.0233380720019
68,3376,11,61,0.0719853341579,0.0219952780753,0.0529835894704,0.215150818229,0.162167221308
69,161,11,37,0.0878239497542,0.0500224456191,0.748518645763,0.424429744482,-0.324088901281
70,4463,13,34,0.0365180745721,0.0260975454003,0.972380399704,0.826622486115,-0.145757913589
71,476,2,9,0.133787289262,0.0370419286191,0.876498997211,0.43285754323,-0.443641453981
72,750,4,5,0.0978979840875,0.0441218018532,0.779932320118,0.395606666803,-0.384325653315
73,316,9,39,0.106110833585,0.0564078614116,0.509732544422,0.23652882874,-0.273203730583
74,278,9,10,0.0116437673569,0.000423345452873,0.834297001362,0.871714293957,0.0374172925949
75,4358,5,36,0.0599113591015,0.0266023091972,0.418283849955,0.263799697161,-0.154484152794
76,9057,4,10,0.0790220424533,0.0246726069599,0.491688787937,0.281865537167,-0.209823250771
77,749,2,5,0.0973123088479,0.008733574301,0.1784478724,0.100001581013,-0.0784462913871
78,750,2,5,0.129835113883,0.0670006498694,0.678597509861,0.26195910573,-0.416638404131
79,5757,3,10,0.0588482432067,0.0141324391589,0.0476624034345,0.0303077548742,-0.0173546485603
80,8279,2,4,0.0419298224151,0.00822276715189,0.180717006326,0.0986560881138,-0.0820609182119
81,9024,1,5,0.0613225884736,0.0240655820817,0.0449712611735,0.0453898347914,0.000418573617935
82,340,4,2,0.140601739287,0.0293746236712,0.751856923103,0.269326627254,-0.482530295849
83,4481,3,20,0.0599628575146,0.0152135714889,0.0219113789499,0.0442804284394,0.0223690494895
84,844,3,21,0.0277848616242,0.00752785056829,0.75715559721,0.674363434315,-0.0827921628952
85,165,11,39,0.0347674079239,0.0173219926655,0.516871631145,0.300795137882,-0.216076493263
86,3039,5,7,0.136933848262,0.0118301184848,0.831387281418,0.399650335312,-0.431736946106
87,865,8,20,0.0632494091988,0.0371595211327,0.982540905476,0.772594749928,-0.209946155548
88,905,7,7,0.0914676189423,0.0185187645257,0.140938967466,0.145719915628,0.00478094816208
89,208,10,19,0.0931270420551,0.0194722227752,0.804357945919,0.420901924372,-0.383456021547
90,2991,6,8,0.0326450951397,0.0158361960202,0.0792060643435,0.14731772244,0.0681116580963
91,1104,4,4,0.0733386054635,0.0188062321395,0.0850078687072,0.161918655038,0.0769107863307
92,4667,8,21,0.0211546551436,0.0118621345609,0.199655234814,0.214950203896,0.0152949690819
93,3612,5,19,0.0475933142006,0.0116024101153,0.390005141497,0.482679396868,0.0926742553711
94,3168,21,56,0.0806087180972,0.0202230941504,0.0174611601979,0.0458288043737,0.0283676441759
95,313,91,253,0.061301600188,0.0234749801457,0.165888190269,0.302388101816,0.136499911547
96,3408,10,36,0.0820659101009,0.00976872351021,0.426663190126,0.115732572973,-0.310930609703
97,312,3,13,0.0906889215112,0.0624573901296,0.109411664307,0.233239606023,0.123827941716
98,106,6,10,0.0741869956255,0.0340997651219,0.0783030390739,0.0658758506179,-0.0124271884561
100,747,1,9,0.10465875268,0.0852917358279,0.584352612495,0.299520164728,-0.284832447767
101,788,1,10,0.0436569340527,0.0100552290678,0.0964745283127,0.14891640842,0.0524418801069
102,299,21,52,0.0582837164402,0.0263828653842,0.14787428081,0.128437444568,-0.0194368362427
103,6285,8,29,0.0674824491143,0.0228944588453,0.0115502588451,0.0337449908257,0.0221947319806
104,5172,37,106,0.118020541966,0.0139412907884,0.0197100229561,0.0313249975443,0.0116149745882
105,891,5,12,0.136935248971,0.0139744523913,0.0288216602057,0.100988171995,0.0721665099263
106,693,11,48,0.0176822375506,0.00426196772605,0.761963844299,0.84961271286,0.0876488685608
107,2566,3,5,0.0759010314941,0.00645322306082,0.073042884469,0.0770019516349,0.00395906716585
108,5012,4,4,0.0591074116528,0.0160917360336,0.0195272006094,0.0303985420614,0.010871341452
109,1351,3,20,0.0754497423768,0.00806556548923,0.00946946814656,0.0117175430059,0.00224807485938
110,3494,3,5,0.0559302307665,0.00603924272582,0.0701939016581,0.0242633074522,-0.0459305942059
111,6466,2,5,0.0737382471561,0.0384520404041,0.116912923753,0.22231285274,0.105399928987
112,4071,7,9,0.0316464193165,0.0107190739363,0.16946016252,0.30239328742,0.1329331249
113,7318,1,7,0.0390858948231,0.00914965104312,0.0312531851232,0.0536318682134,0.0223786830902
114,1867,6,24,0.0935432091355,0.0483580157161,0.0756705924869,0.12978194654,0.054111354053
115,596,6,10,0.048562515527,0.0188374985009,0.518161296844,0.449327617884,-0.0688336789608
116,8601,4,8,0.0568936467171,0.00388805801049,0.17847917974,0.0912404432893,-0.0872387364507
117,7759,7,39,0.0445960573852,0.0117572313175,0.00720812147483,0.030477674678,0.0232695527375
118,5267,9,14,0.0793173909187,0.0227465517819,0.0502709560096,0.118817858398,0.0685469061136
119,4705,36,143,0.104764200747,0.0112510994077,0.0977498441935,0.360736846924,0.262987017632
120,1980,20,66,0.054648835212,0.0148968929425,0.085697799921,0.215011641383,0.129313841462
121,6429,5,17,0.0729421302676,0.0284133646637,0.0896029770374,0.0354647375643,-0.0541382394731
122,4866,2,8,0.0651883110404,0.0120545979589,0.404075115919,0.548808515072,0.144733399153
123,2246,57,184,0.0878859981894,0.0641382113099,0.28632286191,0.176633372903,-0.109689489007
124,8246,57,147,0.0753665268421,0.0140425302088,0.135902971029,0.027244694531,-0.108658276498
125,3766,15,68,0.078533090651,0.0293115656823,0.0333704687655,0.0953829512,0.0620124824345
126,7892,14,49,0.072505094111,0.0302049256861,0.0105074094608,0.0287985634059,0.0182911530137
127,2397,39,89,0.141432076693,0.0626328662038,0.00573974661529,0.00712289661169,0.0013831499964
128,1591,9,10,0.0689742043614,0.0298102609813,0.0860214680433,0.160967126489,0.0749456584454
129,831,20,55,0.0844163075089,0.0066013969481,0.46174249053,0.194493710995,-0.267248779535
130,2183,11,35,0.184465825558,0.0537126027048,0.63913744688,0.165950611234,-0.473186850548
131,4946,5,39,0.0791361555457,0.0284561160952,0.109040744603,0.300671249628,0.191630512476
132,763,12,28,0.0394745655358,0.0163473300636,0.44386574626,0.332931250334,-0.110934495926
133,2217,18,34,0.0557242445648,0.0152254197747,0.0487913154066,0.0446348488331,-0.00415646657348
134,2133,8,15,0.197919860482,0.0852819532156,0.0815839841962,0.41403105855,0.332447081804
135,3974,2,12,0.0657953321934,0.0187988895923,0.0853202268481,0.171951696277,0.0866314694285
136,4843,13,35,0.132643029094,0.0560243390501,0.525893032551,0.196782946587,-0.329110085964
137,1827,3,8,0.0840962007642,0.016004499048,0.255558788776,0.13438397646,-0.121174812317
138,3828,33,71,0.0389715768397,0.0172375254333,0.244298741221,0.299630194902,0.055331453681
139,2444,11,29,0.0401561073959,0.0171030908823,0.0565786994994,0.05304421857,-0.00353448092937
140,6045,2,6,0.0494276769459,0.0214583333582,0.0766893327236,0.0548320300877,-0.0218573026359
141,2151,7,18,0.0870321765542,0.0180122107267,0.0385489650071,0.0505394041538,0.0119904391468
142,2129,4,8,0.0425311177969,0.00529260048643,0.00432726088911,0.0221828147769,0.0178555548191
143,5863,3,5,0.0116727054119,0.00928227603436,0.820695459843,0.783345639706,-0.037349820137
145,228,4,6,0.0391498990357,0.0127635961398,0.00590249104425,0.00742396106943,0.00152147002518
146,7139,8,16,0.0633030161262,0.0239832624793,0.0185961574316,0.0184007268399,-0.000195430591702
147,7931,1,4,0.042953979224,0.00823398679495,0.068544857204,0.082625053823,0.014080196619
148,9299,28,72,0.0555922240019,0.0101823806763,0.0178231075406,0.0221855845302,0.00436247698963
149,355,6,17,0.0390673913062,0.00876690074801,0.100776053965,0.033245652914,-0.067530401051
150,1381,2,30,0.0750551819801,0.0138052664697,0.00542477378622,0.00770734483376,0.00228257104754
151,880,12,37,0.085756637156,0.0290601383895,0.108020991087,0.165593281388,0.0575722903013
152,6723,42,158,0.0297957267612,0.00777424080297,0.449065059423,0.586504459381,0.137439399958
153,4964,2,12,0.0206727217883,0.0113784270361,0.0374441370368,0.0370770134032,-0.000367123633623
156,6249,4,4,0.117264293134,0.0228750575334,0.00587330525741,0.0085334405303,0.00266013527289
157,4690,3,12,0.161442294717,0.0667232498527,0.177570924163,0.317744284868,0.140173360705
158,5928,32,50,0.11644782871,0.0781070291996,0.0240668393672,0.12712661922,0.103059783578
159,5045,4,13,0.0385002456605,0.00562180252746,0.401975214481,0.380786448717,-0.0211887657642
160,4104,16,52,0.0760170742869,0.0304606948048,0.167800351977,0.192731678486,0.0249313265085
161,338,21,51,0.0490439236164,0.00641696946695,0.739097714424,0.494326263666,-0.244771450758
162,305,12,27,0.036867056042,0.0218034218997,0.822705090046,0.776935815811,-0.0457692742348
163,4230,13,37,0.0536456294358,0.0126569978893,0.838852226734,0.558608114719,-0.280244112015
164,1436,1,3,0.0837683081627,0.0449530817568,0.0110738445073,0.00749013060704,-0.0035837139003
165,164,3,4,0.0444962792099,0.00378710124642,0.0129236895591,0.0240180995315,0.0110944099724
166,3061,2,9,0.055233836174,0.0187036227435,0.341747224331,0.234491124749,-0.107256099582
168,2718,19,46,0.0504831857979,0.0395911857486,0.205078333616,0.180578127503,-0.0245002061129
169,163,16,64,0.0539545454085,0.017766289413,0.19624620676,0.096911251545,-0.0993349552155
170,444,25,88,0.0685359463096,0.0454096868634,0.0278657209128,0.0348262004554,0.00696047954261
171,4424,14,31,0.048650290817,0.0104093356058,0.0242244154215,0.0432862974703,0.0190618820488
172,1020,6,16,0.0471044592559,0.013078215532,0.0898669585586,0.086365558207,-0.00350140035152
173,1080,15,38,0.0188854988664,0.00308227539062,0.697463274002,0.611312389374,-0.0861508846283
174,4560,14,68,0.0617548041046,0.0225811060518,0.36701092124,0.224356338382,-0.142654582858
175,417,10,44,0.100077927113,0.0100847547874,0.188595831394,0.289890229702,0.101294398308
176,1098,16,43,0.065655708313,0.0238123070449,0.0123841576278,0.062044903636,0.0496607460082
177,226,17,51,0.0487398691475,0.0154421962798,0.429624795914,0.175946578383,-0.253678202629
178,4052,21,67,0.0553897358477,0.00629718601704,0.368334382772,0.318138211966,-0.0501961708069
179,3980,15,54,0.146230205894,0.0368196815252,0.562785923481,0.16634683311,-0.39643907547
180,3249,1,5,0.0596858225763,0.0119002517313,0.175944775343,0.147663280368,-0.0282814949751
181,264,10,22,0.0629883185029,0.0185135211796,0.307252138853,0.231006607413,-0.0762455314398
182,585,6,12,0.0685488879681,0.0126880845055,0.87129753828,0.558534681797,-0.312762856483
184,941,1,4,0.046791408211,0.00474835280329,0.164024040103,0.0906992182136,-0.0733248218894
185,3113,4,6,0.0441805683076,0.000777449866291,0.205389410257,0.203495636582,-0.00189377367496
186,7166,21,65,0.0299348831177,0.0100346608087,0.0426786914468,0.0471709817648,0.00449229031801
187,2438,25,58,0.0768365040421,0.0235970243812,0.402091145515,0.197627589107,-0.204463556409
188,6697,10,30,0.0880706980824,0.0234312303364,0.0804313793778,0.128180280328,0.04774890095
189,5594,24,51,0.0634097754955,0.0124780889601,0.532678723335,0.241489127278,-0.291189610958
190,6649,1,7,0.090773306787,0.00934416148812,0.0506412051618,0.0243360642344,-0.0263051409274
191,4566,6,2,0.0465276427567,0.00977176241577,0.159876659513,0.118154168129,-0.0417224913836
192,3280,7,11,0.0460876338184,0.0186399333179,0.0542377904058,0.0578981339931,0.0036603435874
193,8094,5,9,0.0539114661515,0.0215039271861,0.0197118110955,0.0233334749937,0.00362166389823
194,6741,2,23,0.075475461781,0.0205882508308,0.0244483351707,0.0147765725851,-0.00967176258564
195,5671,19,39,0.0316676683724,0.00966417510062,0.955315470695,0.81166857481,-0.143646895885
196,4407,3,17,0.074161671102,0.0269149467349,0.0628544315696,0.0719243586063,0.00906992703676
197,3064,1,3,0.0822897553444,0.0343147665262,0.0370896160603,0.0141195906326,-0.0229700244963
198,2038,2,4,0.0743755623698,0.0069690416567,0.136044949293,0.146829292178,0.010784342885
199,337,29,84,0.0221515446901,0.0140383243561,0.162936359644,0.167177811265,0.00424145162106
200,134,4,15,0.0273290034384,0.00986993312836,0.343265086412,0.341353207827,-0.00191187858582
201,891,6,8,0.0483189076185,0.017047740519,0.019765375182,0.0264242123812,0.00665883719921
202,5411,3,1,0.042244952172,0.0243940465152,0.0120010003448,0.0197506099939,0.00774960964918
203,2905,17,30,0.047647356987,0.0185057464987,0.0591202117503,0.101014353335,0.0418941415846
204,2621,2,7,0.0943780615926,0.0648266077042,0.313553959131,0.170528352261,-0.143025606871
205,255,1,10,0.0634500309825,0.0119029311463,0.278842806816,0.378102272749,0.0992594659328
206,2769,1,5,0.0678247064352,0.0393634997308,0.0916882380843,0.270409286022,0.178721040487
207,3064,2,7,0.0717948824167,0.0236891116947,0.73911935091,0.424988180399,-0.314131170511
208,368,4,10,0.0537064708769,0.010287004523,0.160713016987,0.0675249323249,-0.093188084662
209,3059,4,13,0.0454850494862,0.0190670695156,0.441137492657,0.23990355432,-0.201233938336
210,4295,3,34,0.0360167399049,0.0245331563056,0.687278628349,0.593158304691,-0.094120323658
211,2769,2,4,0.0731424465775,0.0282161962241,0.155871003866,0.161001607776,0.00513060390949
212,2769,3,5,0.0895567163825,0.0183769538999,0.424862444401,0.167554333806,-0.257308125496
213,2769,5,8,0.0626808702946,0.0209640543908,0.130553230643,0.0743628516793,-0.0561903789639
214,1126,7,20,0.0444890670478,0.00867294054478,0.0203735493124,0.0417762808502,0.0214027315378
215,1873,18,33,0.040878649801,0.0169902238995,0.234103024006,0.359431475401,0.125328451395
216,6765,7,3,0.0588917322457,0.0164971854538,0.108702518046,0.0955425128341,-0.0131600052118
217,2754,11,46,0.0559541285038,0.0121841887012,0.0470974333584,0.0576674453914,0.010570012033
218,1555,2,3,0.0862061902881,0.068465910852,0.758273124695,0.459750145674,-0.298522979021
219,4519,5,14,0.0555783361197,0.0206529051065,0.741200447083,0.61681419611,-0.124386250973
220,4527,7,23,0.064201541245,0.0227729547769,0.0321107171476,0.0221182107925,-0.00999250635505
221,489,4,16,0.034542683512,0.00644514523447,0.903670728207,0.742209255695,-0.161461472511
222,5621,15,50,0.0752102807164,0.0340474434197,0.397902905941,0.154295265675,-0.243607640266
223,582,11,21,0.0361526943743,0.00159915455151,0.5795571208,0.392869323492,-0.186687797308
224,7997,2,10,0.0200633201748,0.00268238596618,0.0278534460813,0.0192066114396,-0.0086468346417
225,321,15,36,0.0592226497829,0.0178569164127,0.128764927387,0.29792535305,0.169160425663
226,443,5,15,0.0489378422499,0.0407094955444,0.422506004572,0.522886931896,0.100380927324
228,740,8,22,0.0371941514313,0.0178460162133,0.00537707749754,0.00566696142778,0.000289883930236
229,4497,6,22,0.0814107730985,0.0146565092728,0.401925116777,0.471999973059,0.0700748562813
230,569,3,13,0.0354872606695,0.00910055357963,0.424447536469,0.259071230888,-0.16537630558
231,491,4,4,0.070777989924,0.0224819593132,0.125528693199,0.0473836697638,-0.0781450271606
232,939,7,23,0.0201123040169,0.0106130419299,0.761096537113,0.868947684765,0.107851147652
233,351,2,3,0.0383570529521,0.00763320084661,0.27633523941,0.143699407578,-0.132635831833
235,7307,2,8,0.0592646859586,0.0172473527491,0.0498982667923,0.0323999412358,-0.0174983255565
236,2235,11,39,0.037833660841,0.00735160149634,0.14912943542,0.127426087856,-0.0217033475637
237,4733,15,31,0.0856656730175,0.0152909811586,0.206782832742,0.11489802599,-0.0918848067522
238,1240,20,52,0.0390999875963,0.0122808041051,0.385528355837,0.373977810144,-0.0115505456924
239,7406,5,13,0.0650222972035,0.0192531943321,0.068143710494,0.0366803966463,-0.0314633138478
240,2630,7,14,0.0747137367725,0.0084489332512,0.0507591329515,0.0500527434051,-0.000706389546394
241,2129,2,6,0.080008931458,0.0153860663995,0.0883513614535,0.103052258492,0.014700897038
242,2355,5,13,0.0741892978549,0.0227986332029,0.099800221622,0.155927971005,0.0561277493834
243,6261,1,8,0.069695673883,0.00997329689562,0.0101160481572,0.00836053304374,-0.00175551511347
244,5863,2,5,0.0464577265084,0.0201764069498,0.236960485578,0.228604674339,-0.00835581123829
245,195,4,17,0.086321271956,0.0699323862791,0.722217142582,0.400341749191,-0.321875393391
246,2991,15,36,0.096749663353,0.00650325231254,0.545455098152,0.222546219826,-0.322908878326
247,2850,1,9,0.113897442818,0.010310200043,0.705068588257,0.320755958557,-0.3843126297
248,843,6,3,0.0389559306204,0.00680607836694,0.0887253805995,0.0703237205744,-0.0184016600251
249,5660,2,6,0.0656532719731,0.00845463573933,0.13585588336,0.113323815167,-0.022532068193
250,158,4,16,0.105945713818,0.0366480648518,0.0761860981584,0.103948883712,0.0277627855539
251,3008,1,7,0.0108065158129,0.0104631977156,0.978535711765,0.9279255867,-0.0506101250648
252,8281,2,2,0.0360100120306,0.0165838580579,0.00922585185617,0.021230019629,0.0120041677728
253,368,2,2,0.0596094019711,0.0197739135474,0.0166996661574,0.018528169021,0.00182850286365
254,1914,11,29,0.121334008873,0.0462236963212,0.00682901777327,0.0207300204784,0.0139010027051
255,6966,1,7,0.0521430037916,0.0152394361794,0.0295517835766,0.023750981316,-0.00580080226064
256,7042,27,83,0.0456843040884,0.0152564011514,0.166195303202,0.202095702291,0.0359003990889
257,9108,19,44,0.0663587525487,0.0074147041887,0.118349999189,0.165323019028,0.0469730198383
258,3173,10,18,0.070441044867,0.0277646407485,0.120940603316,0.0683244988322,-0.0526161044836
259,2164,7,23,0.116098321974,0.0222850628197,0.0430626831949,0.0287620127201,-0.0143006704748
260,777,3,9,0.0563016347587,0.013072989881,0.477072924376,0.653529345989,0.176456421614
261,9190,3,8,0.0648020356894,0.0178007632494,0.206129863858,0.0508053563535,-0.155324503779
262,2749,2,10,0.0631482228637,0.00451680785045,0.0950691327453,0.0304521676153,-0.0646169632673
263,1879,44,117,0.0530254244804,0.0150008564815,0.299565583467,0.249015644193,-0.0505499392748
264,1357,37,130,0.0617952384055,0.0332872122526,0.404026329517,0.187107875943,-0.216918453574
265,2650,15,69,0.134837925434,0.0383557751775,0.177817642689,0.145008131862,-0.0328095108271
266,3418,19,36,0.0806590169668,0.0207684952766,0.169797509909,0.0777488723397,-0.092048637569
267,6185,28,94,0.0610656999052,0.0288574565202,0.529758870602,0.34471309185,-0.185045778751
268,7767,4,18,0.06554787606,0.013304089196,0.162735596299,0.209023013711,0.0462874174118
269,3418,5,7,0.0777877271175,0.0221999175847,0.0540423169732,0.0512591563165,-0.00278316065669
270,1934,5,6,0.0225347783417,0.00660111522302,0.0356052219868,0.0356028601527,-2.36183404922e-06
271,2220,5,8,0.0698710978031,0.013065177016,0.0474182218313,0.031470362097,-0.0159478597343
272,1955,17,36,0.0565699152648,0.0268564298749,0.113684333861,0.074232943356,-0.0394513905048
273,3733,6,8,0.0768567621708,0.0319392606616,0.171683743596,0.0758839175105,-0.0957998260856
274,1674,5,15,0.0769558995962,0.0354299619794,0.206890255213,0.393957167864,0.187066912651
275,1874,6,14,0.0624184124172,0.0265639480203,0.0201424751431,0.0251485556364,0.00500608049333
276,6237,1,5,0.0493594892323,0.0162358675152,0.274680972099,0.211738944054,-0.0629420280457
277,8532,42,115,0.107885152102,0.0210841130465,0.33230394125,0.529391109943,0.197087168694
278,434,1,3,0.0414218902588,0.0172655265778,0.156763568521,0.206123113632,0.0493595451117
279,3264,37,98,0.0509187467396,0.0500190667808,0.113240890205,0.0951598957181,-0.0180809944868
280,3249,3,6,0.0897556617856,0.00921747088432,0.406274348497,0.168728217483,-0.237546131015
281,5659,20,60,0.0222410690039,0.0109141282737,0.283072590828,0.2535366714,-0.0295359194279
282,4358,2,26,0.0538945496082,0.0159508362412,0.532499194145,0.316147089005,-0.216352105141
283,1439,10,21,0.119385354221,0.0864812508225,0.841157019138,0.447904229164,-0.393252789974
284,8538,2,5,0.0762009397149,0.029007082805,0.030547965318,0.0662266686559,0.0356787033379
285,3249,2,2,0.0485906414688,0.0244620516896,0.0697697624564,0.0998720154166,0.0301022529602
286,4139,1,7,0.0874645337462,0.0728366523981,0.229585900903,0.144714146852,-0.0848717540503
287,1878,14,32,0.0419172011316,0.0114993229508,0.333578675985,0.287526518106,-0.0460521578789
288,7410,2,10,0.0310219675303,0.0029878700152,0.296749949455,0.389649301767,0.0928993523121
289,3016,3,15,0.0654850751162,0.0515188239515,0.863457858562,0.620548725128,-0.242909133434
290,2772,5,24,0.0620440356433,0.0158363673836,0.0192950181663,0.0180392917246,-0.00125572644174
291,4041,1,4,0.0713713765144,0.0179348494858,0.0349186807871,0.0600450523198,0.0251263715327
292,6213,2,16,0.090660430491,0.0224162563682,0.325309693813,0.14699883759,-0.178310856223
293,9043,24,69,0.0538470111787,0.0144749544561,0.0660237446427,0.028030468151,-0.0379932746291
294,1050,1,5,0.07305803895,0.0234908852726,0.793320178986,0.478753954172,-0.314566224813
295,4041,1,6,0.0409868508577,0.0117940278724,0.0315358936787,0.0455792844296,0.0140433907509
296,528,5,15,0.0374297313392,0.00823182985187,0.521658241749,0.338712245226,-0.182945996523
297,3753,4,19,0.0465723089874,0.0159327629954,0.041063208133,0.0787314102054,0.0376682020724
298,8300,9,25,0.0449586808681,0.0197398662567,0.142927512527,0.112103886902,-0.0308236256242
299,2039,25,50,0.0443075336516,0.016022099182,0.0589597448707,0.112229667604,0.0532699227333
300,1895,10,30,0.0439622551203,0.00385822635144,0.506564259529,0.409851551056,-0.0967127084732
301,8430,5,8,0.0600542128086,0.0237056668848,0.279898911715,0.121637128294,-0.15826177597
302,4241,7,34,0.014437909238,0.0100691560656,0.990241825581,0.932687938213,-0.0575538873672
303,1050,1,3,0.0628654882312,0.0223883409053,0.426014631987,0.250568598509,-0.175446033478
304,4249,14,46,0.0319339372218,0.00782651733607,0.718432307243,0.727866828442,0.00943452119827
305,1521,10,34,0.0878341495991,0.0456888116896,0.337076425552,0.174924001098,-0.162152424455
